iter	Logloss
146	0.4558772239
147	0.4555536479
148	0.4549341923
149	0.4544926812
150	0.4538182491
151	0.4531961649
152	0.452752506
153	0.4521012507
154	0.4513956919
155	0.4507030199
156	0.4506175578
157	0.45015973
158	0.4496629218
159	0.4492138133
160	0.4488480512
161	0.4482557152
162	0.4477655427
163	0.447337944
164	0.4468310701
165	0.4463683697
166	0.4457623137
167	0.4450638715
168	0.4445799178
169	0.444116352
170	0.4435550465
171	0.4429207169
172	0.4425688351
173	0.4421787422
174	0.4415051757
175	0.4410413854
176	0.4404933513
177	0.4400735102
178	0.4397297386
179	0.4393845887
180	0.4390244684
181	0.4386272591
182	0.4381295212
183	0.4376366559
184	0.4370909619
185	0.4366122975
186	0.436071444
187	0.4354236186
188	0.4347804094
189	0.4345300498
190	0.4339336748
191	0.4333636821
192	0.4330269629
193	0.4324445003
194	0.4319229447
195	0.4315525664
196	0.431286916
197	0.430841462
198	0.4304330008
199	0.4300290917
200	0.4294137073
201	0.4288923119
202	0.4286050556
203	0.4282434287
204	0.4271941305
205	0.4267092793
206	0.4263220394
207	0.4262413538
208	0.4262001294
209	0.4255102783
210	0.4250275748
211	0.4247315992
212	0.4238906668
213	0.42339809
214	0.4230392841
215	0.4228015547
216	0.4221410351
217	0.4217266115
218	0.4212659948
219	0.4204877966
220	0.4200110556
221	0.4193885226
222	0.4186174409
223	0.4182659758
224	0.4179173958
225	0.4175184234
226	0.41702325
227	0.4167070148
228	0.4162962457
229	0.4158314296
230	0.4153744353
231	0.4151840851
232	0.4146899376
233	0.4140487799
234	0.4136026847
235	0.4131079281
236	0.4126820925
237	0.412314984
238	0.4118451992
239	0.411351821
240	0.411034015
241	0.4108100699
242	0.4102838981
243	0.4100310702
244	0.4097654198
245	0.4093024631
246	0.4090306899
247	0.408681565
248	0.4086157534
249	0.4081817755
250	0.4076847108
251	0.4071678354
252	0.4067473852
253	0.4065066105
254	0.4060595857
255	0.4055032169
256	0.4050655205
257	0.4049356925
258	0.4043758296
259	0.4037621763
260	0.4033689419
261	0.4030735112
262	0.4027867998
263	0.4024678078
264	0.4021549706
265	0.4019418284
266	0.4016373578
267	0.4013045495
268	0.4009274715
269	0.4004821457
270	0.4000720818
271	0.3998598692
272	0.3994372071
273	0.3990644247
274	0.3985404968
275	0.3981176104
276	0.3978586277
277	0.3975451173
278	0.3973183191
279	0.3970535342
280	0.3967728174
281	0.3964911068
282	0.3961231648
283	0.395770129
284	0.3954422574
285	0.3949723444
286	0.3946053641
287	0.3941468311
288	0.3939884731
289	0.3937373442
290	0.3934487736
291	0.3928084494
292	0.3922105677
293	0.3918176859
294	0.3914382037
295	0.3911138262
296	0.3908187802
297	0.3904543644
298	0.3900051598
299	0.3897339957
300	0.3891586175
301	0.3886879673
302	0.3884124435
303	0.388043059
304	0.3876142742
305	0.3872715285
306	0.3870341838
307	0.3868986498
308	0.3865869987
309	0.3863117635
310	0.3860366565
311	0.3858331953
312	0.385383061
313	0.3850576577
314	0.3848333599
315	0.3845898925
316	0.3842985009
317	0.3838325949
318	0.3835481916
319	0.3831467188
320	0.3827253069
321	0.3823194424
322	0.3821634245
323	0.3820142345
324	0.3815706397
325	0.3811954851
326	0.3807947495
327	0.3803823776
328	0.3800550188
329	0.3796607907
330	0.3793414461
331	0.3789969052
332	0.3787682477
333	0.3783895669
334	0.3780303122
335	0.377677084
336	0.3773868465
337	0.3772230389
338	0.3769046238
339	0.3767599539
340	0.3763794138
341	0.3761473904
342	0.3759612717
343	0.3757161693
344	0.375423207
345	0.375245487
346	0.374887226
347	0.3745879486
348	0.3743576563
349	0.373945669
350	0.3736423524
351	0.3733898451
352	0.3731483972
353	0.3728929407
354	0.3726654694
355	0.3724933272
356	0.3721394258
357	0.3719987629
358	0.3718620749
359	0.3716251469
360	0.3714749312
361	0.3712804137
362	0.3707774827
363	0.3705353937
364	0.3703043641
365	0.3701361648
366	0.3699984831
367	0.3696455435
368	0.3694112121
369	0.3692433333
370	0.3689446009
371	0.3688001232
372	0.3684316683
373	0.3681516888
374	0.3676826734
375	0.3673795171
376	0.3670921646
377	0.3666940256
378	0.3663871188
379	0.3662379289
380	0.3658824247
381	0.3654455618
382	0.3652220013
383	0.3648917895
384	0.3644760196
385	0.3642643199
386	0.3639973873
387	0.3636415626
388	0.3633469974
389	0.3628613769
390	0.3626825028
391	0.3625223817
392	0.3624983395
393	0.3621320003
394	0.3619718792
395	0.3616816417
396	0.361500716
397	0.3610960696
398	0.3609061361
399	0.3605468494
400	0.3604508087
401	0.3600878034
402	0.3598454259
403	0.3596051641
404	0.3592690861
405	0.3591903879
406	0.3589427852
407	0.3587190003
408	0.358480181
409	0.3579015011
410	0.3576534496
411	0.3573531463
412	0.3570453419
413	0.3566406635
414	0.3565611639
415	0.3564046331
416	0.3562232266
417	0.3559115754
418	0.3555779978
419	0.3554736867
420	0.3552245132
421	0.3550229113
422	0.3545589928
423	0.3542658702
424	0.3539178031
425	0.3537811792
426	0.353679112
427	0.3534947243
428	0.3533258198
429	0.353144798
430	0.3529290592
431	0.3527192829
432	0.3525733948
433	0.352360509
434	0.3522284051
435	0.3520068
436	0.3516846344
437	0.3513501592
438	0.3511537183
439	0.3507801344
440	0.3504411393
441	0.3503387836
442	0.350336155
443	0.3501555499
444	0.3501186211
445	0.3497755548
446	0.349685156
447	0.3495296831
448	0.3493526683
449	0.3492703478
450	0.3490480054
451	0.3489295575
452	0.3487863621
453	0.3486371722
454	0.348289618
455	0.3482072974
456	0.347977518
457	0.3477551757
458	0.3475168693
459	0.3471768163
460	0.3470121752
461	0.3468134584
462	0.3465851215
463	0.3463054625
464	0.3460812929
465	0.3458918403
466	0.3457891641
467	0.3456930593
468	0.3455307904
469	0.3454976763
470	0.3452756866
471	0.3450182105
472	0.3448262575
473	0.3445501888
474	0.3442409099
475	0.3440361344
476	0.3437218225
477	0.3433609009
478	0.3431381738
479	0.3428587072
480	0.3426423914
481	0.3424999974
482	0.3422497661
483	0.3419057061
484	0.3417478609
485	0.3413854647
486	0.3411423499
487	0.3410146377
488	0.34084054
489	0.3404869272
490	0.3400746514
491	0.339807847
492	0.3397445038
493	0.3395508838
494	0.3391911803
495	0.3390279497
496	0.3388070499
497	0.3383624293
498	0.3380052583
499	0.3379665663
500	0.3377319464
501	0.3374243664
502	0.3371921828
503	0.3369964471
504	0.3368680617
505	0.3365091276
506	0.3362270644
507	0.3360964991
508	0.3357969012
509	0.3355011499
510	0.3352886809
511	0.3350052393
512	0.3348341229
513	0.3346347649
514	0.3342821137
515	0.3341320903
516	0.3338937198
517	0.3336015589
518	0.3335156801
519	0.3333938342
520	0.3332791048
521	0.3329513293
522	0.3327834185
523	0.3327074452
524	0.3324878276
525	0.3324752295
526	0.3322928934
527	0.3321372601
528	0.3319495706
529	0.3316905559
530	0.3314486592
531	0.3314066013
532	0.3311325201
533	0.3309482607
534	0.3309221668
535	0.3307100184
536	0.3306125673
537	0.3304036886
538	0.330153329
539	0.3298317084
540	0.3296704973
541	0.3294759798
542	0.3292694733
543	0.3290798604
544	0.3289881153
545	0.3288285712
546	0.3283513814
547	0.3282337349
548	0.3280590282
549	0.3279170509
550	0.3277237515
551	0.3275326641
552	0.3273557455
553	0.3271686971
554	0.3270311756
555	0.3268580717
556	0.3267177934
557	0.3264426544
558	0.3262827897
559	0.3261153277
560	0.3260512793
561	0.3259199126
562	0.3258285522
563	0.3254292272
564	0.3253435087
565	0.3252931483
566	0.3249880045
567	0.3247743174
568	0.3246419891
569	0.324377108
570	0.3240855241
571	0.3240675405
572	0.323817213
573	0.3235310787
574	0.3233898067
575	0.3233199881
576	0.3229214965
577	0.3226612636
578	0.3224829025
579	0.3223580112
580	0.3222133733
581	0.3220850199
582	0.3218736408
583	0.3214863689
584	0.3211280118
585	0.3209759368
586	0.3209108305
587	0.3206481292
588	0.3202864382
589	0.320084676
590	0.3200617558
591	0.3196690664
592	0.3195227615
593	0.3192799031
594	0.3190566632
595	0.3189191418
596	0.3188019761
597	0.3185395954
598	0.3183444368
599	0.3180685604
600	0.3178705167
601	0.3176323706
602	0.3175428374
603	0.3173637711
604	0.3169523608
605	0.3168111208
606	0.3166459669
607	0.316366949
608	0.3161170382
609	0.3158873871
610	0.3157650603
611	0.3153210488
612	0.3152092365
613	0.3150652076
614	0.3149057597
615	0.3146510405
616	0.314617189
617	0.3142890289
618	0.3140326748
619	0.3139041292
620	0.3138383497
621	0.3134433522
622	0.3132706971
623	0.3130820779
624	0.3128704424
625	0.3127178224
626	0.3126204034
627	0.312502853
628	0.3121949524
629	0.3120496734
630	0.3119031441
631	0.3117700465
632	0.3116710246
633	0.3115378949
634	0.3113305228
635	0.3111078919
636	0.3109453025
637	0.3107390203
638	0.3105567483
639	0.3103689626
640	0.3102651965
641	0.3101835812
642	0.3100366993
643	0.3099696055
644	0.3098261857
645	0.309743737
646	0.3094969036
647	0.3091867271
648	0.3089765661
649	0.3087682323
650	0.3086884442
651	0.3086082394
652	0.3085899353
653	0.3082425093
654	0.3079096049
655	0.3077133563
656	0.307574168
657	0.3074391149
658	0.3072796349
659	0.3071186482
660	0.3070653386
661	0.3068466507
662	0.3064884218
663	0.3063482717
664	0.306208891
665	0.3060649583
666	0.3058871742
667	0.3056504386
668	0.3055254511
669	0.3052720463
670	0.3050505694
671	0.3049257423
672	0.304763249
673	0.3046455063
674	0.3044929184
675	0.3043250396
676	0.3041147825
677	0.3038374636
678	0.3036314379
679	0.3035318711
680	0.3033431237
681	0.3031662693
682	0.3030644906
683	0.302811855
684	0.302626153
685	0.3023552774
686	0.302127165
687	0.3019012323
688	0.3017899329
689	0.301651001
690	0.3015241222
691	0.301288188
692	0.301156629
693	0.3009126166
694	0.300795515
695	0.3004682525
696	0.300082904
697	0.3000086296
698	0.2998461042
699	0.2996786102
700	0.299439887
701	0.2992013883
702	0.2990926534
703	0.2990424533
704	0.2988860186
705	0.298682878
706	0.298539362
707	0.2984497968
708	0.2981950135
709	0.2980012333
710	0.2979250996
711	0.2978394452
712	0.2975590489
713	0.297292533
714	0.296970688
715	0.2964738157
716	0.2962093193
717	0.2960675664
718	0.2957378355
719	0.2955407535
720	0.2952181712
721	0.2950545239
722	0.2948634364
723	0.2948183973
724	0.2946265726
725	0.2945374561
726	0.2944487884
727	0.2943177424
728	0.2942814546
729	0.2940961373
730	0.2939092812
731	0.2938511312
732	0.2937297981
733	0.2935481352
734	0.2933533612
735	0.2932110314
736	0.2931092847
737	0.2930951479
738	0.2928759791
739	0.2927815413
740	0.2925097041
741	0.2923737534
742	0.2921722797
743	0.2920576785
744	0.2918447607
745	0.2916943206
746	0.2914434802
747	0.2913205443
748	0.291127277
749	0.2910117462
750	0.2908243772
751	0.2907276634
752	0.2905788902
753	0.2905133031
754	0.2904723352
755	0.2903660366
756	0.2902708615
757	0.2899973252
758	0.2898688757
759	0.2896844559
760	0.2896515341
761	0.2893050378
762	0.2891280871
763	0.2890552873
764	0.2888371444
765	0.2887040467
766	0.2886242265
767	0.2885844768
768	0.288259971
769	0.2881544097
770	0.2880862581
771	0.2880054762
772	0.2878671854
773	0.287671001
774	0.2876533701
775	0.2874798815
776	0.287299629
777	0.2872497174
778	0.2871183508
779	0.286972078
780	0.286696426
781	0.2864714871
782	0.2862929016
783	0.2860720017
784	0.2860576726
785	0.2858820683
786	0.2858525444
787	0.2856029863
788	0.2853696807
789	0.2852984837
790	0.2852249146
791	0.2851071398
792	0.284816197
793	0.2846118382
794	0.2843456108
795	0.2841586586
796	0.283809181
797	0.2836340896
798	0.2833926417
799	0.2832552485
800	0.2830871454
801	0.2829999844
802	0.2828510188
803	0.2827939907
804	0.2827296538
805	0.2826384216
806	0.2823904021
807	0.282191525
808	0.2821223475
809	0.2819357479
810	0.2818155369
811	0.281742705
812	0.2815486042
813	0.2815134706
814	0.281421437
815	0.281302412
816	0.2811995114
817	0.2809777781
818	0.2807252066
819	0.2806693646
820	0.28039788
821	0.2802878308
822	0.2800748168
823	0.2800124353
824	0.2797641914
825	0.2796144245
826	0.2794361916
827	0.2793982049
828	0.2791960901
829	0.278953424
830	0.2787703827
831	0.2787416923
832	0.2785358269
833	0.2784731568
834	0.2782792163
835	0.2781495808
836	0.278030652
837	0.2779462157
838	0.2777861587
839	0.2776933237
840	0.2776014184
841	0.2775045443
842	0.27732208
843	0.2771600675
844	0.2771062771
845	0.2769165039
846	0.2767634672
847	0.2767184923
848	0.276708074
849	0.2765096456
850	0.2763685339
851	0.276228512
852	0.2760232877
853	0.275875893
854	0.275837201
855	0.275751739
856	0.2756441261
857	0.2755206453
858	0.2753781231
859	0.2753189151
860	0.275199249
861	0.2749209364
862	0.2748323328
863	0.2746435855
864	0.2745082759
865	0.2744113057
866	0.2742150251
867	0.2741556248
868	0.273821406
869	0.2736992075
870	0.2733932944
871	0.2732140677
872	0.2731488011
873	0.2729506933
874	0.2727440586
875	0.2725957662
876	0.2722804606
877	0.2721897734
878	0.2720671902
879	0.2718787314
880	0.2718520605
881	0.2717156931
882	0.2715978863
883	0.2713838465
884	0.2712983845
885	0.271049211
886	0.2710191102
887	0.2707303792
888	0.2706591823
889	0.2705961276
890	0.2704575483
891	0.2702998314
892	0.2700559792
893	0.2698672639
894	0.2697460271
895	0.2694279326
896	0.2693535941
897	0.2691975121
898	0.2689921595
899	0.2689473769
900	0.2688054638
901	0.2687064419
902	0.2686594795
903	0.2685273435
904	0.2684459205
905	0.2683023725
906	0.2682447514
907	0.2681541763
908	0.2679182101
909	0.2677118798
910	0.2675565351
911	0.2675218021
912	0.2672877752
913	0.2671439708
914	0.2669819904
915	0.2669204744
916	0.2667342915
917	0.2665560426
918	0.266520396
919	0.2663114532
920	0.2662234907
921	0.2661036003
922	0.2660221452
923	0.2659198857
924	0.2657009734
925	0.2655533863
926	0.2654200001
927	0.2653441229
928	0.2652216358
929	0.2650731511
930	0.2650444608
931	0.2649327767
932	0.2647276486
933	0.2646246998
934	0.2644932531
935	0.2642383095
936	0.2640680906
937	0.2639690688
938	0.263667339
939	0.2635997804
940	0.2635492597
941	0.2634069619
942	0.2632551915
943	0.2631061778
944	0.2629375458
945	0.2627885322
946	0.262701307
947	0.2625861288
948	0.2624997371
949	0.2622430946
950	0.2622255918
951	0.2620971904
952	0.2619087155
953	0.2615081402
954	0.2614231911
955	0.2613618033
956	0.2610929794
957	0.2607877395
958	0.2605200375
959	0.2603166404
960	0.2600150229
961	0.2599593892
962	0.2598623709
963	0.2597419354
964	0.2596349796
965	0.2594845876
966	0.2592705158
967	0.2591711092
968	0.2590520041
969	0.2587856966
970	0.2585015497
971	0.2584209282
972	0.2583708242
973	0.2582218907
974	0.2579100793
975	0.2576853648
976	0.2575377456
977	0.2573183204
978	0.2572202282
979	0.2568850637
980	0.2568315137
981	0.2565380064
982	0.256410182
983	0.2562922309
984	0.2561638455
985	0.256149324
986	0.2561051024
987	0.2558750826
988	0.2557439564
989	0.2556945096
990	0.2555969944
991	0.2554879389
992	0.2554440699
993	0.2553739147
994	0.2552741876
995	0.2550538328
996	0.2550041776
997	0.2549791096
998	0.254829567
999	0.2547182676
